Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
ND_NC2314	99.96	1.27	Neural Network (Specific Model)	11	0.878	593118	317.246946107784	4520561	0.57	4175	36	1089652	None
ND_NC2315	99.96	2.15	Neural Network (Specific Model)	11	0.878	342932	318.509250474383	4581798	0.57	4216	37	1089652	None
ND_NC2316	99.98	1.11	Neural Network (Specific Model)	11	0.879	331576	320.403504502312	4485037	0.57	4109	35	655398	None
ND_NC2317	100	0.08	Neural Network (Specific Model)	11	0.88	200838	315.771896955504	4588307	0.57	4270	47	756969	None
ND_NC2318	100	0.47	Neural Network (Specific Model)	11	0.882	435603	323.213041314087	4409590	0.57	4018	23	1057162	None
ND_NC2319	99.99	0.25	Neural Network (Specific Model)	11	0.878	344857	321.484571710689	4440326	0.57	4051	34	605759	None
ND_NC2320	99.99	0.54	Neural Network (Specific Model)	11	0.879	318842	321.71503891539	4364059	0.57	3983	24	1525600	None
ND_NC2321	100	0.28	Neural Network (Specific Model)	11	0.88	528662	319.073112073112	4516380	0.57	4158	25	1174434	None
ND_NC2322	100	1.46	Neural Network (Specific Model)	11	0.879	528903	316.581228273465	4655475	0.57	4315	32	913245	None
ND_NC2323	100	2.63	Neural Network (Specific Model)	11	0.878	555609	315.24959178913	4608209	0.57	4287	29	1277515	None
ND_NC2324	99.98	0.61	Neural Network (Specific Model)	11	0.878	277902	315.920898666043	4605904	0.57	4273	41	495216	None
ND_NC2325	99.99	0.27	Neural Network (Specific Model)	11	0.881	598550	316.398709985667	4503269	0.57	4186	30	1713599	None
ND_NC2326	99.99	0.48	Neural Network (Specific Model)	11	0.876	281537	317.853314189998	4539784	0.57	4179	48	632830	None
ND_NC2327	100	1.16	Neural Network (Specific Model)	11	0.879	280167	314.500232234092	4612449	0.57	4306	44	653922	None
ND_NC2328	100	0.28	Neural Network (Specific Model)	11	0.881	500749	325.001503759398	4406859	0.57	3990	28	745501	None
ND_NC2329	99.99	0.23	Neural Network (Specific Model)	11	0.878	516029	316.39114658926	4460315	0.57	4134	29	983002	None
ND_NC2330	100	0.28	Neural Network (Specific Model)	11	0.883	354455	324.948896055569	4443097	0.57	4031	30	654583	None
ND_NC2331	100	1.22	Neural Network (Specific Model)	11	0.878	348980	318.162155801365	4610136	0.57	4249	32	998938	None
ND_NC2332	100	1.56	Neural Network (Specific Model)	11	0.879	511167	316.777726218097	4652898	0.57	4310	36	913247	None
ND_NC2333	99.99	0.36	Neural Network (Specific Model)	11	0.88	140650	315.979658639233	4598025	0.57	4277	80	386514	None
ND_NC2334	99.97	0.91	Neural Network (Specific Model)	11	0.877	61747	312.083638863428	4649681	0.57	4364	131	216774	None
ND_NC2335	100	0.89	Neural Network (Specific Model)	11	0.879	172448	314.061517429938	4696383	0.57	4389	75	444725	None
ND_NC2336	99.98	0.49	Neural Network (Specific Model)	11	0.876	125740	313.653597785978	4647233	0.57	4336	85	349968	None
ND_NC2337	99.97	0.3	Neural Network (Specific Model)	11	0.876	108061	313.602448602449	4642028	0.57	4329	76	292322	None
ND_NC2338	99.97	0.44	Neural Network (Specific Model)	11	0.876	133084	314.052801475674	4654675	0.57	4337	73	287763	None
ND_NC2339	99.99	0.42	Neural Network (Specific Model)	11	0.876	120097	313.117053018132	4663981	0.57	4357	82	381086	None
ND_NC2340	99.96	0.84	Neural Network (Specific Model)	11	0.877	126487	315.273870517	4625306	0.57	4294	69	305907	None
ND_NC2341	99.99	0.98	Neural Network (Specific Model)	11	0.876	111874	313.981889041724	4683946	0.57	4362	67	328541	None
ND_NC2342	99.97	1.06	Neural Network (Specific Model)	11	0.877	104162	312.967587308834	4681564	0.57	4381	95	238156	None
ND_NC2343	99.99	1.48	Neural Network (Specific Model)	11	0.878	127440	313.791371832915	4691402	0.57	4381	85	397165	None
ND_NC2344	99.99	0.62	Neural Network (Specific Model)	11	0.877	96346	312.908778363511	4662023	0.57	4363	99	342581	None
ND_NC2345	99.98	0.96	Neural Network (Specific Model)	11	0.877	87531	311.503276836158	4708726	0.57	4425	92	238269	None
ND_NC2346	99.96	1.48	Neural Network (Specific Model)	11	0.88	150212	315.392963216815	4696907	0.57	4377	62	326885	None
ND_NC2347	99.99	0.78	Neural Network (Specific Model)	11	0.878	58306	311.400911161731	4664382	0.57	4390	144	235959	None
ND_NC2348	99.99	0.77	Neural Network (Specific Model)	11	0.877	114752	313.135989010989	4668550	0.57	4368	93	407274	None
ND_NC2349	99.98	0.52	Neural Network (Specific Model)	11	0.875	121461	310.859368046284	4782709	0.57	4494	82	254132	None
ND_NC2350	99.98	4.36	Neural Network (Specific Model)	11	0.879	323069	319.825369876304	4492040	0.57	4123	42	550529	None
ND_NC2351	99.98	0.41	Neural Network (Specific Model)	11	0.876	103939	313.848372951765	4651382	0.57	4333	78	321026	None
ND_NC2352	99.99	1.78	Neural Network (Specific Model)	11	0.881	226257	316.094966977909	4719780	0.57	4391	41	485887	None
ND_NC2353	99.97	3.24	Neural Network (Specific Model)	11	0.88	160992	320.456260720412	4453176	0.57	4081	45	485772	None
ND_NC2354	99.97	3.48	Neural Network (Specific Model)	11	0.876	165312	314.548415492958	4884121	0.57	4544	47	491395	None
ND_NC2356	99.98	1.27	Neural Network (Specific Model)	11	0.877	168653	314.673515466245	4758804	0.57	4429	63	287807	None
ND_NC2357	99.98	2.78	Neural Network (Specific Model)	11	0.881	211873	316.375423537384	4760768	0.57	4427	41	342841	None
ND_NC2358	99.98	1.08	Neural Network (Specific Model)	11	0.88	147973	315.916647372077	4643688	0.57	4319	67	361918	None
ND_NC2359	99.98	0.95	Neural Network (Specific Model)	11	0.88	137418	314.926807160662	4729934	0.57	4413	71	384149	None
ND_NC2360	99.97	1.68	Neural Network (Specific Model)	11	0.879	226778	320.063553201733	4531091	0.57	4154	42	787077	None
ND_NC2361	99.98	1.9	Neural Network (Specific Model)	11	0.879	226811	320.400144369586	4535845	0.57	4156	37	550529	None
ND_NC2362	99.96	2.46	Neural Network (Specific Model)	11	0.879	153953	314.811907983762	4753471	0.57	4434	73	361902	None
ND_NC2363	99.98	1.01	Neural Network (Specific Model)	11	0.88	140711	314.434950135993	4721271	0.57	4412	76	360967	None
ND_NC2364	99.99	0.81	Neural Network (Specific Model)	11	0.876	122108	313.443280182232	4702117	0.57	4390	73	333621	None
ND_NC2365	99.98	0.5	Neural Network (Specific Model)	11	0.876	100481	312.502051048314	4687512	0.57	4388	88	258532	None
ND_NC2366	99.98	2.16	Neural Network (Specific Model)	11	0.881	215761	318.323774283071	4679280	0.57	4324	50	407549	None
ND_NC2367	99.99	1.47	Neural Network (Specific Model)	11	0.876	118144	313.450296397629	4701955	0.57	4386	74	270437	None
ND_NC2368	99.97	3.15	Neural Network (Specific Model)	11	0.877	118144	313.984869015357	4749057	0.57	4428	79	299717	None
ND_NC2370	99.99	3.45	Neural Network (Specific Model)	11	0.88	256205	320.530422333572	4570972	0.57	4191	39	592499	None
ND_NC2371	99.99	1.23	Neural Network (Specific Model)	11	0.882	268947	322.477742641693	4500314	0.57	4111	42	528471	None
ND_NC2372	99.98	1.68	Neural Network (Specific Model)	11	0.879	156983	314.055555555556	4698180	0.57	4392	66	326868	None
ND_NC2373	100	1.33	Neural Network (Specific Model)	11	0.876	186920	312.83127387104	4759281	0.57	4451	62	844335	None
ND_NC2374	99.99	4.4	Neural Network (Specific Model)	11	0.881	1020535	320.311111111111	4654485	0.57	4275	20	1406565	None
ND_NC2375	99.98	1.48	Neural Network (Specific Model)	11	0.88	144745	320.089432807719	4631330	0.57	4249	58	412144	None
ND_NC2376	99.99	0.58	Neural Network (Specific Model)	11	0.879	317756	320.505719733079	4581418	0.57	4196	41	516410	None
ND_NC2377	99.99	1.98	Neural Network (Specific Model)	11	0.878	225512	318.935461323392	4668344	0.57	4292	55	415281	None
ND_NC2378	99.99	2.22	Neural Network (Specific Model)	11	0.88	147516	318.131120527307	4598055	0.57	4248	71	343355	None
ND_NC2379	100	0.44	Neural Network (Specific Model)	11	0.881	110965	319.658820674594	4476318	0.57	4121	75	297271	None
ND_NC2380	99.99	0.7	Neural Network (Specific Model)	11	0.88	257176	316.0289275635	4572395	0.57	4252	51	452724	None
ND_NC2381	99.99	1.05	Neural Network (Specific Model)	11	0.879	205047	318.536867469879	4505866	0.57	4150	45	548928	None
ND_NC2382	99.99	4.53	Neural Network (Specific Model)	11	0.882	256601	320.404880360104	4594123	0.57	4221	43	554172	None
ND_NC2383	100	0.55	Neural Network (Specific Model)	11	0.881	140191	317.396370582617	4519348	0.57	4188	69	326894	None
ND_NC2384	99.99	0.55	Neural Network (Specific Model)	11	0.881	228641	319.665444770284	4446368	0.57	4092	47	449615	None
ND_NC2385	100	0.89	Neural Network (Specific Model)	11	0.877	50330	308.079642058166	4703619	0.57	4470	212	168688	None
ND_NC2386	100	0.72	Neural Network (Specific Model)	11	0.881	197450	321.166224366707	4528056	0.57	4145	48	342866	None
ND_NC2387	99.98	2.63	Neural Network (Specific Model)	11	0.882	972602	321.380038853813	4495636	0.57	4118	31	1288178	None
ND_NC2388	99.99	0.95	Neural Network (Specific Model)	11	0.882	264532	320.003404669261	4471049	0.57	4112	49	555422	None
ND_NC2389	100	0.86	Neural Network (Specific Model)	11	0.878	115418	309.681639773223	4842143	0.56	4586	127	276576	None
ND_NC2390	99.96	3.26	Neural Network (Specific Model)	11	0.878	152136	317.49851699749	4747431	0.57	4383	64	324660	None
ND_NC2391	99.99	2.17	Neural Network (Specific Model)	11	0.876	190882	317.143189214319	4662855	0.57	4302	49	503851	None
ND_NC2392	99.99	1.04	Neural Network (Specific Model)	11	0.877	450717	316.557728557964	4587299	0.57	4244	31	806315	None
ND_NC2393	99.99	1.44	Neural Network (Specific Model)	11	0.879	384077	317.626023870817	4623340	0.57	4273	28	473343	None
ND_NC2394	99.99	3.14	Neural Network (Specific Model)	11	0.879	384077	318.303992528601	4642899	0.57	4283	31	487316	None
ND_NC2395	99.97	2.16	Neural Network (Specific Model)	11	0.88	384077	317.391750174784	4637166	0.57	4291	32	738031	None
ND_NC2396	99.99	1.36	Neural Network (Specific Model)	11	0.879	458713	317.515245354931	4541098	0.57	4198	30	473150	None
ND_NC2397	100	0.62	Neural Network (Specific Model)	11	0.879	355131	317.205847677435	4582011	0.57	4241	33	763491	None
ND_NC2398	100	0.64	Neural Network (Specific Model)	11	0.879	325349	317.599232981783	4514152	0.57	4172	29	932280	None
ND_NC2399	100	1.43	Neural Network (Specific Model)	11	0.88	142322	313.575520833333	4508175	0.57	4224	132	317941	None
ND_NC2400	99.99	2.4	Neural Network (Specific Model)	11	0.88	319661	317.891853600945	4584145	0.57	4235	33	738058	None
ND_NC2401	99.99	0.83	Neural Network (Specific Model)	11	0.879	282990	317.513004056311	4532004	0.57	4191	35	466257	None
ND_NC2402	100	2.36	Neural Network (Specific Model)	11	0.881	562638	321.354626585251	4654348	0.57	4258	24	1240185	None
ND_NC2403	99.99	0.81	Neural Network (Specific Model)	11	0.879	466614	317.336874409821	4579581	0.57	4236	24	932280	None
ND_NC2404	99.99	1.69	Neural Network (Specific Model)	11	0.879	462642	317.863786591124	4587301	0.57	4236	27	932279	None
ND_NC2405	99.99	4	Neural Network (Specific Model)	11	0.879	267947	322.923131504257	4655250	0.57	4228	51	1031253	None
ND_NC2410	99.98	3.75	Neural Network (Specific Model)	11	0.877	217908	317.626869053013	4786168	0.57	4414	49	476871	None
ND_NC2411	99.97	3.85	Neural Network (Specific Model)	11	0.876	197279	314.120583038869	4861530	0.57	4528	52	410868	None
ND_NC2412	99.99	0.45	Neural Network (Specific Model)	11	0.876	170632	313.637005006828	4712766	0.57	4394	63	410868	None
ND_NC2413	99.99	3.46	Neural Network (Specific Model)	11	0.877	173856	315.42805265547	4748654	0.57	4406	53	490470	None
ND_NC2414	99.99	3.86	Neural Network (Specific Model)	11	0.877	220053	316.916014726185	4705229	0.57	4346	55	701552	None
ND_NC2415	99.99	1.01	Neural Network (Specific Model)	11	0.88	262821	318.262847307598	4404198	0.57	4067	48	528783	None
ND_NC2416	100	0.2	Neural Network (Specific Model)	11	0.88	238077	319.589615576635	4357862	0.57	4006	43	580606	None
ND_NC2417	99.96	2.38	Neural Network (Specific Model)	11	0.877	197279	314.072377158035	4846605	0.57	4518	60	445475	None
ND_NC2418	99.99	0.88	Neural Network (Specific Model)	11	0.876	101286	316.082152974504	4578128	0.57	4236	102	203495	None
ND_NC2419	99.99	1.27	Neural Network (Specific Model)	11	0.88	157367	316.41927204853	4617302	0.57	4286	85	360314	None
ND_NC2420	100	1.72	Neural Network (Specific Model)	11	0.878	173471	314.886270956049	4738594	0.57	4414	76	522412	None
ND_NC2421	99.99	0.12	Neural Network (Specific Model)	11	0.879	125005	315.14977557288	4546627	0.57	4233	85	359411	None
ND_NC2422	99.99	0.31	Neural Network (Specific Model)	11	0.88	225579	319.170260223048	4381556	0.57	4035	48	528783	None
ND_NC2423	99.99	3.89	Neural Network (Specific Model)	11	0.879	192416	318.704316546763	4527124	0.57	4170	43	407662	None
ND_NC2424	100	0.48	Neural Network (Specific Model)	11	0.88	183436	319.301591248135	4370063	0.57	4022	66	345653	None
ND_NC2425	100	1.13	Neural Network (Specific Model)	11	0.879	266446	316.195757436016	4672040	0.57	4337	42	656703	None
ND_NC2426	99.99	2	Neural Network (Specific Model)	11	0.876	140406	316.483764705882	4600139	0.57	4250	65	622692	None
ND_NC2427	99.99	1.91	Neural Network (Specific Model)	11	0.879	258174	319.78449096099	4579472	0.57	4204	40	529563	None
ND_NC2428	99.99	3.41	Neural Network (Specific Model)	11	0.88	205853	319.796483622351	4519380	0.57	4152	55	529016	None
ND_NC2429	100	0.58	Neural Network (Specific Model)	11	0.879	228810	319.164305244842	4373146	0.57	4023	49	448911	None
ND_NC2430	99.99	1.46	Neural Network (Specific Model)	11	0.878	208472	317.024186046512	4651029	0.57	4300	62	673392	None
ND_NC2431	99.99	3.84	Neural Network (Specific Model)	11	0.876	164001	315.404191616766	4680244	0.57	4342	70	389958	None
ND_NC2432	99.99	3.67	Neural Network (Specific Model)	11	0.879	232326	319.240714948932	4683872	0.57	4308	61	533351	None
ND_NC2433	100	0.38	Neural Network (Specific Model)	11	0.88	228804	319.271123260437	4373516	0.57	4024	47	507692	None
ND_NC2434	99.99	1.27	Neural Network (Specific Model)	11	0.877	103496	316.144850034876	4645257	0.57	4301	84	322366	None
ND_NC2435	99.98	1.75	Neural Network (Specific Model)	11	0.881	373053	323.520797011208	4418493	0.57	4015	29	700005	None
ND_NC2436	99.99	0.9	Neural Network (Specific Model)	11	0.878	149477	317.42111423221	4627425	0.57	4272	70	558360	None
ND_NC2437	99.98	2.29	Neural Network (Specific Model)	11	0.878	186101	318.191200184289	4711583	0.57	4341	58	389915	None
ND_NC2438	99.98	2.65	Neural Network (Specific Model)	11	0.879	141242	316.260472735783	4604167	0.57	4273	62	405661	None
ND_NC2439	99.98	3.34	Neural Network (Specific Model)	11	0.879	184174	318.358138436097	4593289	0.57	4233	58	476982	None
ND_NC2440	100	0.99	Neural Network (Specific Model)	11	0.879	196527	316.91220755154	4660022	0.57	4317	54	506297	None
ND_NC2441	99.98	4.07	Neural Network (Specific Model)	11	0.879	157721	318.449167791273	4825398	0.57	4446	58	406282	None
ND_NC2442	100	4.23	Neural Network (Specific Model)	11	0.879	162697	314.617040159752	4829779	0.57	4507	59	448088	None
ND_NC2443	100	1.13	Neural Network (Specific Model)	11	0.878	179629	318.287657920311	4466891	0.57	4116	56	401738	None
ND_NC2444	99.99	1.31	Neural Network (Specific Model)	11	0.878	102436	317.054994124559	4600293	0.57	4255	77	254275	None
ND_NC2445	99.99	1.86	Neural Network (Specific Model)	11	0.88	136105	316.629595588235	4691874	0.57	4352	71	345723	None
ND_NC2446	99.99	0.84	Neural Network (Specific Model)	11	0.876	127042	315.08275543227	4657474	0.57	4326	71	413000	None
ND_NC2447	99.99	1	Neural Network (Specific Model)	11	0.876	165457	315.299907364521	4652673	0.57	4318	67	264322	None
ND_NC2448	99.99	0.9	Neural Network (Specific Model)	11	0.876	109440	316.079212561519	4610166	0.57	4267	72	458073	None
ND_NC2449	99.99	1.5	Neural Network (Specific Model)	11	0.876	107027	316.072320376914	4588178	0.57	4245	79	369522	None
ND_NC2450	100	0.34	Neural Network (Specific Model)	11	0.877	158090	315.055019985892	4578232	0.57	4253	67	372990	None
ND_NC2451	99.99	2.36	Neural Network (Specific Model)	11	0.879	232852	319.669735885631	4497181	0.57	4127	42	447877	None
ND_NC2452	99.99	1.69	Neural Network (Specific Model)	11	0.88	141423	317.394031242714	4633716	0.57	4289	71	318265	None
ND_NC2453	99.99	3.55	Neural Network (Specific Model)	11	0.876	137053	315.973348783314	4663381	0.57	4315	79	381282	None
ND_NC2454	99.97	2.14	Neural Network (Specific Model)	11	0.876	208204	314.896497175141	4763006	0.57	4425	59	387139	None
ND_NC2455	100	0.5	Neural Network (Specific Model)	11	0.876	159453	315.67492917847	4571990	0.57	4236	67	450581	None
ND_NC2456	99.98	0.96	Neural Network (Specific Model)	11	0.878	160880	314.556406685237	4622679	0.57	4308	62	446402	None
ND_NC2457	99.99	3.28	Neural Network (Specific Model)	11	0.876	151644	316.927536231884	4708793	0.57	4347	62	924641	None
ND_NC2458	99.98	1.42	Neural Network (Specific Model)	11	0.877	184425	313.744934714093	4759320	0.57	4442	70	361453	None
ND_NC2459	99.97	1.28	Neural Network (Specific Model)	11	0.876	197279	313.560702875399	4696287	0.57	4382	63	331815	None
ND_NC2460	99.97	3.81	Neural Network (Specific Model)	11	0.88	160629	319.541387559809	4545789	0.57	4180	72	551811	None
ND_NC2461	99.98	2.5	Neural Network (Specific Model)	11	0.88	147623	316.63198503624	4610566	0.57	4277	71	371063	None
ND_NC2462	100	1.02	Neural Network (Specific Model)	11	0.88	165261	317.250630589314	4710029	0.57	4361	67	371520	None
ND_NC2463	99.98	2.62	Neural Network (Specific Model)	11	0.877	145302	314.488883898495	4784575	0.57	4453	65	333866	None
ND_NC2464	99.99	2.05	Neural Network (Specific Model)	11	0.88	131426	316.439562941043	4732373	0.57	4393	65	373379	None
ND_NC2465	99.99	0.92	Neural Network (Specific Model)	11	0.876	156711	316.197589222406	4572752	0.57	4231	65	331499	None
ND_NC2466	100	0.92	Neural Network (Specific Model)	11	0.878	190524	318.139927623643	4497609	0.57	4145	51	497802	None
ND_NC2467	99.98	2.48	Neural Network (Specific Model)	11	0.877	157764	317.351110093843	4736874	0.57	4369	58	509319	None
ND_NC2468	99.98	2.01	Neural Network (Specific Model)	11	0.879	121954	316.059825017735	4553086	0.57	4229	57	424056	None
ND_NC2469	100	0.67	Neural Network (Specific Model)	11	0.876	450808	318.248963667398	4460452	0.57	4101	24	576088	None
ND_NC2470	99.99	2.17	Neural Network (Specific Model)	11	0.876	118494	314.585057471264	4676339	0.57	4350	80	357358	None
ND_NC2471	100	1.89	Neural Network (Specific Model)	11	0.88	609887	318.470396270396	4650955	0.57	4290	28	747851	None
ND_NC2472	99.99	0.89	Neural Network (Specific Model)	11	0.879	348912	316.953567110036	4464174	0.57	4135	41	521850	None
ND_NC2473	100	0.45	Neural Network (Specific Model)	11	0.877	348975	317.598798076923	4512883	0.57	4160	27	558199	None
ND_NC2474	100	0.89	Neural Network (Specific Model)	11	0.876	138297	311.600857400722	4721068	0.57	4432	69	423022	None
ND_NC2475	99.99	1.01	Neural Network (Specific Model)	11	0.877	302150	319.434176317655	4613953	0.57	4231	50	995834	None
ND_NC2476	99.99	0.59	Neural Network (Specific Model)	11	0.876	231492	317.678563042968	4626787	0.57	4259	42	726229	None
ND_NC2477	99.99	1.61	Neural Network (Specific Model)	11	0.876	241637	313.289702926067	4798074	0.57	4477	50	564639	None
ND_NC2478	100	0.81	Neural Network (Specific Model)	11	0.877	435787	316.33007859014	4537590	0.57	4199	42	1244972	None
ND_NC2479	99.99	1.03	Neural Network (Specific Model)	11	0.878	538960	316.590815154994	4701469	0.57	4355	38	715642	None
ND_NC2480	100	1.02	Neural Network (Specific Model)	11	0.877	331686	309.986432384342	4756605	0.57	4496	47	530173	None
ND_NC2481	100	0.71	Neural Network (Specific Model)	11	0.877	385181	320.861482381531	4509863	0.57	4115	34	583840	None
ND_NC2482	100	0.44	Neural Network (Specific Model)	11	0.877	371296	317.121945376138	4518641	0.57	4174	30	643017	None
ND_NC2483	100	1.19	Neural Network (Specific Model)	11	0.878	395360	316.018770949721	4822788	0.57	4475	31	590520	None
ND_NC2484	100	1.74	Neural Network (Specific Model)	11	0.876	378531	315.751171508903	4607846	0.57	4268	25	548819	None
ND_NC2485	100	0.56	Neural Network (Specific Model)	11	0.875	278807	313.644826028016	4750007	0.57	4426	47	583858	None
ND_NC2486	99.99	1.14	Neural Network (Specific Model)	11	0.882	306173	316.421374419173	4393759	0.57	4089	50	506743	None
ND_NC2487	99.99	1.33	Neural Network (Specific Model)	11	0.878	263901	313.882054826077	4646465	0.57	4341	38	732823	None
ND_NC2488	100	0.19	Neural Network (Specific Model)	11	0.877	328765	315.076623970723	4705015	0.57	4372	48	619729	None
ND_NC2489	100	0.52	Neural Network (Specific Model)	11	0.876	321410	315.133671352846	4674875	0.57	4339	41	511356	None
ND_NC2490	100	1.02	Neural Network (Specific Model)	11	0.88	266399	311.422491039427	4733004	0.57	4464	43	495340	None
ND_NC2491	99.99	0.53	Neural Network (Specific Model)	11	0.876	309258	319.5413153457	4533131	0.57	4151	33	581657	None
ND_NC2492	99.99	0.45	Neural Network (Specific Model)	11	0.88	375015	319.417833456153	4425265	0.57	4071	29	539862	None
ND_NC2493	99.99	1.13	Neural Network (Specific Model)	11	0.876	310471	319.489653512993	4538502	0.57	4156	33	583865	None
ND_NC2494	100	1.35	Neural Network (Specific Model)	11	0.877	194176	309.852842809365	4746279	0.57	4485	60	407469	None
ND_NC2495	100	0.87	Neural Network (Specific Model)	11	0.882	354164	322.384202827889	4491165	0.57	4102	28	623418	None
ND_NC2496	100	0.32	Neural Network (Specific Model)	11	0.878	203326	317.602968460111	4670534	0.57	4312	58	796505	None
ND_NC2497	100	1.53	Neural Network (Specific Model)	11	0.878	283101	309.035332606325	4831004	0.56	4585	41	582105	None
ND_NC2498	99.99	0.39	Neural Network (Specific Model)	11	0.876	256417	316.520902612827	4553765	0.57	4210	40	510255	None
ND_NC2499	100	0.77	Neural Network (Specific Model)	11	0.878	548817	318.420028476507	4576623	0.57	4214	22	742636	None
ND_NC2500	100	0.32	Neural Network (Specific Model)	11	0.878	521657	317.064925730714	4516411	0.57	4174	24	732966	None
ND_NC2501	99.99	0.5	Neural Network (Specific Model)	11	0.877	303577	319.611767542802	4526249	0.57	4147	41	564587	None
ND_NC2502	100	0.37	Neural Network (Specific Model)	11	0.876	310507	319.466263603386	4518013	0.57	4135	41	491290	None
ND_NC2503	99.99	1.61	Neural Network (Specific Model)	11	0.88	431736	319.978372093023	4684624	0.57	4300	33	1033112	None
ND_NC2504	99.99	0.95	Neural Network (Specific Model)	11	0.877	221618	320.18175270108	4553509	0.57	4165	50	529141	None
ND_NC2505	99.99	0.77	Neural Network (Specific Model)	11	0.876	193726	319.105845561703	4536502	0.57	4157	48	564636	None
ND_NC2506	99.99	0.97	Neural Network (Specific Model)	11	0.876	196117	319.382168674699	4530894	0.57	4150	49	450848	None
ND_NC2507	99.99	1.24	Neural Network (Specific Model)	11	0.878	516660	317.423149015932	4622376	0.57	4268	34	805595	None
ND_NC2508	100	0.93	Neural Network (Specific Model)	11	0.876	237412	317.424603174603	4652272	0.57	4284	45	534385	None
ND_NC2509	99.99	0.57	Neural Network (Specific Model)	11	0.88	119143	315.720697674419	4622634	0.57	4300	95	473184	None
ND_NC2510	99.98	3.57	Neural Network (Specific Model)	11	0.88	380326	317.357785778578	4797348	0.57	4444	39	481984	None
ND_NC2511	99.96	3.38	Neural Network (Specific Model)	11	0.88	381394	315.794104510942	4813278	0.57	4478	38	721691	None
ND_NC2512	99.99	1.5	Neural Network (Specific Model)	11	0.879	274229	319.600439345863	4461771	0.57	4097	58	374996	None
ND_NC2513	100	0.28	Neural Network (Specific Model)	11	0.879	332943	317.110657705233	4498824	0.57	4166	42	528669	None
ND_NC2514	100	0.1	Neural Network (Specific Model)	11	0.879	234098	315.070277842634	4600217	0.57	4283	63	676252	None
ND_NC2515	100	0.65	Neural Network (Specific Model)	11	0.878	205361	319.038811102923	4428804	0.57	4071	58	489545	None
ND_NC2516	100	0.29	Neural Network (Specific Model)	11	0.879	308857	318.698346087386	4401062	0.57	4051	52	530455	None
ND_NC2517	99.99	0.59	Neural Network (Specific Model)	11	0.878	327460	319.033088235294	4438295	0.57	4080	45	502999	None
ND_NC2518	100	0.24	Neural Network (Specific Model)	11	0.879	267283	317.047733269369	4503200	0.57	4169	55	525189	None
ND_NC2519	100	0.21	Neural Network (Specific Model)	11	0.878	239038	311.799820668012	4742226	0.56	4461	89	451420	None
ND_NC2520	100	0.13	Neural Network (Specific Model)	11	0.879	238410	315.335587686567	4606553	0.57	4288	50	521346	None
ND_NC2521	99.99	3.71	Neural Network (Specific Model)	11	0.88	232326	319.730994152047	4652690	0.57	4275	65	407297	None
ND_NC2522	100	0.95	Neural Network (Specific Model)	11	0.879	355391	319.172880550938	4581268	0.57	4211	56	725700	None
ND_NC2523	100	1.06	Neural Network (Specific Model)	11	0.879	232326	319.133443163097	4619329	0.57	4249	56	386800	None
ND_NC2524	100	0.39	Neural Network (Specific Model)	11	0.88	250230	318.250302590172	4474895	0.57	4131	47	612931	None
ND_NC2525	99.99	1.57	Neural Network (Specific Model)	11	0.879	208891	318.440470588235	4610539	0.57	4250	60	513846	None
ND_NC2526	99.99	2.58	Neural Network (Specific Model)	11	0.88	345972	320.904267861353	4632207	0.57	4241	37	1018663	None
ND_NC2527	99.99	1.01	Neural Network (Specific Model)	11	0.879	282065	318.529134229771	4601367	0.57	4239	48	725704	None
ND_NC2529	100	3.03	Neural Network (Specific Model)	11	0.879	217280	313.638382061992	4860560	0.57	4549	42	515792	None
ND_NC2530	99.99	0.75	Neural Network (Specific Model)	11	0.879	137483	317.488796882611	4442699	0.57	4106	81	391379	None
ND_NC2531	99.99	0.61	Neural Network (Specific Model)	11	0.88	142841	316.866259971844	4595562	0.57	4262	79	389806	None
ND_NC2532	99.99	1.19	Neural Network (Specific Model)	11	0.879	390443	319.195688225539	4588909	0.57	4221	42	559304	None
ND_NC2533	100	2.1	Neural Network (Specific Model)	11	0.879	163314	318.522388059701	4653698	0.57	4288	73	390721	None
ND_NC2534	99.99	2	Neural Network (Specific Model)	11	0.876	215726	314.157224118316	4718045	0.57	4395	65	695982	None
ND_NC2535	99.98	0.81	Neural Network (Specific Model)	11	0.877	213134	314.480091012514	4721438	0.57	4395	53	635929	None
ND_NC2536	99.99	1	Neural Network (Specific Model)	11	0.878	281582	319.424512796431	4639072	0.57	4259	40	966374	None
ND_NC2537	100	4.74	Neural Network (Specific Model)	11	0.878	246359	315.115325586494	4902038	0.57	4561	46	528903	None
ND_NC2538	99.99	0.9	Neural Network (Specific Model)	11	0.879	316032	318.51823780199	4581439	0.57	4222	53	501618	None
ND_NC2539	99.99	2.3	Neural Network (Specific Model)	11	0.88	242170	317.597417569749	4688702	0.57	4337	48	812241	None
ND_NC2540	99.99	1.28	Neural Network (Specific Model)	11	0.875	223165	313.646443990002	4722107	0.57	4401	61	709340	None
ND_NC2541	99.99	0.56	Neural Network (Specific Model)	11	0.879	205426	319.453228578443	4433147	0.57	4073	55	517219	None
ND_NC2542	100	0.5	Neural Network (Specific Model)	11	0.88	380361	319.024373095852	4633787	0.57	4267	36	586785	None
